Provincia,Region,Año,Tipo_Año,Escenario,Población_Total,Población_18_65,Tasa_Donacion_x1000,Donantes_Anuales,Donantes_OMS_Necesarios,Brecha_Donantes,Pct_Cumplimiento_OMS,Pct_Educacion_Superior,Tasa_Desempleo,Centros_Hemoterapia,Campañas_Donacion_Anuales,Casos_Dengue_Anual
Córdoba,Centro,2029,Proyectado,base,4027317,2554838,22.697523551587306,91410.0,120820,29410.0,75.66,24.00900000000007,1.4389999999998508,5.0,190.0,495044.0
Córdoba,Centro,2030,Proyectado,base,4063729,2577937,22.744321765873014,92427.0,121912,29485.0,75.81,24.066000000000074,1.0,6.0,209.0,556738.0
Córdoba,Centro,2015,Histórico,historico,3534208,2242020,21.46,75844.0,106026,30182.0,71.53,21.74,8.95,3.0,30.0,148.0
Córdoba,Centro,2016,Histórico,historico,3569465,2264386,21.62,77172.0,107084,29912.0,72.07,22.9,7.79,3.0,39.0,60.0
Córdoba,Centro,2017,Histórico,historico,3613281,2292182,21.16,76457.0,108398,31941.0,70.53,22.64,7.19,3.0,42.0,129.0
Córdoba,Centro,2018,Histórico,historico,3629440,2302433,21.79,79085.0,108883,29798.0,72.63,22.73,7.73,3.0,51.0,26.0
Córdoba,Centro,2019,Histórico,historico,3677455,2332893,22.69,83441.0,110324,26883.0,75.63,23.27,7.91,3.0,54.0,3.0
Córdoba,Centro,2020,Histórico,historico,3691883,2342046,18.53,68411.0,110756,42345.0,61.77,23.38,10.6,3.0,22.0,3597.0
Córdoba,Centro,2021,Histórico,historico,3736750,2370508,17.03,63637.0,112102,48465.0,56.77,23.68,11.43,3.0,25.0,12.0
Córdoba,Centro,2022,Histórico,historico,3773931,2394095,21.39,80724.0,113218,32494.0,71.3,23.72,7.5,3.0,55.0,8.0
Córdoba,Centro,2023,Histórico,historico,3834568,2432562,23.11,88617.0,115037,26420.0,77.03,23.53,7.9,4.0,89.0,557.0
Córdoba,Centro,2024,Histórico,historico,3825034,2426514,21.96,83998.0,114751,30753.0,73.2,23.74,7.04,4.0,86.0,311790.0
Córdoba,Centro,2025,Proyectado,optimista,3881669,2462442,22.49718373015873,87327.0,116450,29123.0,74.99,26.159100000000056,5.69899999999916,4.6,169.5,248272.0
Córdoba,Centro,2026,Proyectado,optimista,3918081,2485541,22.580340992063483,88472.0,117542,29070.0,75.27,26.22180000000006,4.633999999999105,5.75,198.0,309965.0
Córdoba,Centro,2027,Proyectado,optimista,3954493,2508640,22.646364027777768,89555.0,118635,29080.0,75.49,26.28450000000006,3.5689999999995052,5.75,226.5,371658.0
Córdoba,Centro,2028,Proyectado,optimista,3990905,2531739,22.699944384920627,90593.0,119727,29134.0,75.67,26.34720000000008,2.5039999999994507,5.75,256.5,433351.0
Córdoba,Centro,2029,Proyectado,optimista,4027317,2554838,22.702218551587297,91429.0,120820,29391.0,75.67,26.409900000000082,1.4389999999998508,5.75,285.0,495044.0
Córdoba,Centro,2030,Proyectado,optimista,4063729,2577937,22.735845099206347,92392.0,121912,29520.0,75.79,26.47260000000008,1.0,6.8999999999999995,313.5,556738.0
Córdoba,Centro,2025,Proyectado,pesimista,3881669,2462442,22.353395535714284,86768.0,116450,29682.0,74.51,23.78100000000005,6.838799999998991,4.0,96.05,372408.0
Córdoba,Centro,2026,Proyectado,pesimista,3918081,2485541,22.533341706349205,88287.0,117542,29255.0,75.11,23.83800000000005,5.560799999998926,5.0,112.2,464947.5
Córdoba,Centro,2027,Proyectado,pesimista,3954493,2508640,22.651606527777776,89576.0,118635,29059.0,75.51,23.895000000000053,4.282799999999406,5.0,128.35,557487.0
Córdoba,Centro,2028,Proyectado,pesimista,3990905,2531739,22.695249384920636,90575.0,119727,29152.0,75.65,23.95200000000007,3.004799999999341,5.0,145.35,650026.5
Córdoba,Centro,2029,Proyectado,pesimista,4027317,2554838,22.697523551587302,91410.0,120820,29410.0,75.66,24.00900000000007,1.726799999999821,5.0,161.5,742566.0
Córdoba,Centro,2030,Proyectado,pesimista,4063729,2577937,22.74432176587301,92427.0,121912,29485.0,75.81,24.066000000000074,1.2,6.0,177.65,835107.0
Entre Ríos,Centro,2025,Proyectado,base,1444392,915676,22.035666369047604,31828.0,43332,11504.0,73.45,25.0060000000002,5.752999999999929,1.0,24.0,46555.0
Entre Ríos,Centro,2026,Proyectado,base,1459327,925144,21.771219345238087,31771.0,43780,12009.0,72.57,25.326000000000136,4.764000000000124,1.0,27.0,58122.0
Entre Ríos,Centro,2027,Proyectado,base,1474261,934612,21.037321607142857,31015.0,44228,13213.0,70.12,25.646000000000186,3.7750000000003183,1.0,30.0,69690.0
Entre Ríos,Centro,2028,Proyectado,base,1489196,944079,21.06454136904762,31369.0,44676,13307.0,70.22,25.966000000000122,2.786000000000513,1.0,32.0,81257.0
Entre Ríos,Centro,2029,Proyectado,base,1504130,953547,21.091563035714287,31724.0,45124,13400.0,70.31,26.286000000000058,1.7970000000007076,1.0,35.0,92825.0
Entre Ríos,Centro,2030,Proyectado,base,1519065,963014,21.091902202380957,32040.0,45572,13532.0,70.31,26.60600000000011,1.0,1.0,38.0,104392.0
Entre Ríos,Centro,2015,Histórico,historico,1317732,835380,21.53,28371.0,39532,11161.0,71.77,22.14,6.63,1.0,17.0,53.0
Entre Ríos,Centro,2016,Histórico,historico,1331698,844234,21.07,28059.0,39951,11892.0,70.23,21.75,8.35,1.0,20.0,44.0
Entre Ríos,Centro,2017,Histórico,historico,1339872,849416,21.4,28673.0,40196,11523.0,71.33,22.85,8.27,1.0,12.0,79.0
Entre Ríos,Centro,2018,Histórico,historico,1346551,853650,21.24,28601.0,40397,11796.0,70.8,22.26,8.08,1.0,20.0,12.0
Entre Ríos,Centro,2019,Histórico,historico,1358368,861141,21.44,29123.0,40751,11628.0,71.47,22.81,8.46,1.0,23.0,94.0
Entre Ríos,Centro,2020,Histórico,historico,1370317,868717,18.0,24666.0,41110,16444.0,60.0,23.06,9.55,1.0,10.0,581.0
Entre Ríos,Centro,2021,Histórico,historico,1381231,875636,17.23,23799.0,41437,17638.0,57.43,24.26,12.16,1.0,11.0,34.0
Entre Ríos,Centro,2022,Histórico,historico,1401553,888519,22.13,31016.0,42047,11031.0,73.77,24.07,7.13,1.0,20.0,63.0
Entre Ríos,Centro,2023,Histórico,historico,1418474,899246,23.5,33334.0,42554,9220.0,78.33,24.1,8.15,1.0,22.0,297.0
Entre Ríos,Centro,2024,Histórico,historico,1426368,904250,20.9,29811.0,42791,12980.0,69.67,24.74,6.61,1.0,18.0,58287.0
Entre Ríos,Centro,2025,Proyectado,optimista,1444392,915676,22.075661369047612,31886.0,43332,11446.0,73.59,27.506600000000223,5.752999999999929,1.15,36.0,46555.0
Entre Ríos,Centro,2026,Proyectado,optimista,1459327,925144,21.81691541666666,31838.0,43780,11942.0,72.72,27.858600000000152,4.764000000000124,1.15,40.5,58122.0
Entre Ríos,Centro,2027,Proyectado,optimista,1474261,934612,21.04487327380953,31026.0,44228,13202.0,70.15,28.210600000000206,3.7750000000003183,1.15,45.0,69690.0
Entre Ríos,Centro,2028,Proyectado,optimista,1489196,944079,21.068743035714284,31375.0,44676,13301.0,70.23,28.562600000000135,2.786000000000513,1.15,48.0,81257.0
Entre Ríos,Centro,2029,Proyectado,optimista,1504130,953547,21.09576470238095,31731.0,45124,13393.0,70.32,28.914600000000068,1.7970000000007076,1.15,52.5,92825.0
Entre Ríos,Centro,2030,Proyectado,optimista,1519065,963014,21.08768386904761,32034.0,45572,13538.0,70.29,29.26660000000012,1.0,1.15,57.0,104392.0
Entre Ríos,Centro,2025,Proyectado,pesimista,1444392,915676,21.515706666666656,31077.0,43332,12255.0,71.72,25.0060000000002,6.903599999999915,1.0,20.4,69832.5
Entre Ríos,Centro,2026,Proyectado,pesimista,1459327,925144,21.75343970238094,31745.0,43780,12035.0,72.51,25.326000000000136,5.716800000000148,1.0,22.95,87183.0
Entre Ríos,Centro,2027,Proyectado,pesimista,1474261,934612,21.01038946428571,30975.0,44228,13253.0,70.03,25.646000000000186,4.530000000000382,1.0,25.5,104535.0
Entre Ríos,Centro,2028,Proyectado,pesimista,1489196,944079,21.04760803571428,31344.0,44676,13332.0,70.16,25.966000000000122,3.3432000000006155,1.0,27.2,121885.5
Entre Ríos,Centro,2029,Proyectado,pesimista,1504130,953547,21.096621369047615,31732.0,45124,13392.0,70.32,26.286000000000058,2.156400000000849,1.0,29.75,139237.5
Entre Ríos,Centro,2030,Proyectado,pesimista,1519065,963014,21.085585535714287,32030.0,45572,13542.0,70.29,26.60600000000011,1.2,1.0,32.3,156588.0
Formosa,NEA,2025,Proyectado,base,607404,387481,17.66654225649351,10731.0,18222,7491.0,58.89,14.552000000000135,7.181999999999334,1.0,10.0,24955.0
Formosa,NEA,2026,Proyectado,base,612089,390469,17.84599178030304,10923.0,18363,7440.0,59.49,14.754000000000076,5.993999999999687,1.0,12.0,30799.0
Formosa,NEA,2027,Proyectado,base,616773,393458,17.858623149350656,11015.0,18503,7488.0,59.53,14.956000000000074,4.805999999999585,1.0,13.0,36642.0
Formosa,NEA,2028,Proyectado,base,621458,396446,17.885795887445894,11115.0,18644,7529.0,59.62,15.158000000000072,3.617999999999938,1.0,14.0,42486.0
Formosa,NEA,2029,Proyectado,base,626142,399434,17.8790191017316,11195.0,18784,7589.0,59.6,15.360000000000014,2.4299999999998363,1.0,16.0,48330.0
Formosa,NEA,2030,Proyectado,base,630827,402423,17.980054220779227,11342.0,18925,7583.0,59.93,15.562000000000012,1.2420000000001892,1.0,17.0,54174.0
Formosa,NEA,2015,Histórico,historico,558533,356304,15.93,8897.0,16756,7859.0,53.1,13.49,9.85,1.0,8.0,156.0
Formosa,NEA,2016,Histórico,historico,564092,359850,15.8,8913.0,16923,8010.0,52.67,13.04,9.3,1.0,8.0,128.0
Formosa,NEA,2017,Histórico,historico,568014,362352,15.21,8639.0,17040,8401.0,50.7,13.38,9.99,1.0,5.0,134.0
Formosa,NEA,2018,Histórico,historico,570739,364090,14.29,8156.0,17122,8966.0,47.63,13.75,9.54,1.0,8.0,48.0
Formosa,NEA,2019,Histórico,historico,580395,370250,15.8,9170.0,17412,8242.0,52.67,13.59,10.96,1.0,9.0,14.0
Formosa,NEA,2020,Histórico,historico,584526,372885,13.09,7651.0,17536,9885.0,43.63,13.64,13.7,1.0,3.0,3106.0
Formosa,NEA,2021,Histórico,historico,587859,375012,13.14,7724.0,17636,9912.0,43.8,13.33,11.73,1.0,4.0,622.0
Formosa,NEA,2022,Histórico,historico,593944,378893,14.91,8856.0,17818,8962.0,49.7,14.31,10.17,1.0,9.0,263.0
Formosa,NEA,2023,Histórico,historico,597094,380903,16.15,9643.0,17913,8270.0,53.83,14.27,9.01,1.0,9.0,987.0
Formosa,NEA,2024,Histórico,historico,603331,384882,16.15,9744.0,18100,8356.0,53.83,14.18,9.12,1.0,7.0,32142.0
Formosa,NEA,2025,Proyectado,optimista,607404,387481,17.74148142316017,10776.0,18222,7446.0,59.14,16.00720000000015,7.181999999999334,1.15,15.0,24955.0
Formosa,NEA,2026,Proyectado,optimista,612089,390469,17.912309637445887,10964.0,18363,7399.0,59.71,16.229400000000084,5.993999999999687,1.15,18.0,30799.0
Formosa,NEA,2027,Proyectado,optimista,616773,393458,17.9092716017316,11046.0,18503,7457.0,59.7,16.451600000000084,4.805999999999585,1.15,19.5,36642.0
Formosa,NEA,2028,Proyectado,optimista,621458,396446,17.897954935064934,11123.0,18644,7521.0,59.66,16.67380000000008,3.617999999999938,1.15,21.0,42486.0
Formosa,NEA,2029,Proyectado,optimista,626142,399434,17.908993982683977,11214.0,18784,7570.0,59.7,16.896000000000015,2.4299999999998363,1.15,24.0,48330.0
Formosa,NEA,2030,Proyectado,optimista,630827,402423,18.049678982683982,11386.0,18925,7539.0,60.17,17.118200000000016,1.2420000000001892,1.15,25.5,54174.0
Formosa,NEA,2025,Proyectado,pesimista,607404,387481,15.919265490620491,9669.0,18222,8553.0,53.06,14.552000000000135,8.6183999999992,1.0,8.5,37432.5
Formosa,NEA,2026,Proyectado,pesimista,612089,390469,17.662793506493514,10811.0,18363,7552.0,58.88,14.754000000000076,7.192799999999624,1.0,10.2,46198.5
Formosa,NEA,2027,Proyectado,pesimista,616773,393458,17.87928773268399,11027.0,18503,7476.0,59.6,14.956000000000074,5.7671999999995025,1.0,11.049999999999999,54963.0
Formosa,NEA,2028,Proyectado,pesimista,621458,396446,17.88579588744589,11115.0,18644,7529.0,59.62,15.158000000000072,4.341599999999926,1.0,11.9,63729.0
Formosa,NEA,2029,Proyectado,pesimista,626142,399434,17.879019101731604,11195.0,18784,7589.0,59.6,15.360000000000014,2.9159999999998036,1.0,13.6,72495.0
Formosa,NEA,2030,Proyectado,pesimista,630827,402423,17.980054220779223,11342.0,18925,7583.0,59.93,15.562000000000012,1.4904000000002269,1.0,14.45,81261.0
Jujuy,NOA,2025,Proyectado,base,821436,524304,17.862177976190473,14673.0,24643,9970.0,59.54,17.171000000000276,6.5249999999991815,4.0,17.0,32207.0
Jujuy,NOA,2026,Proyectado,base,829660,529554,17.99134440476191,14927.0,24890,9963.0,59.97,17.508000000000266,5.557999999999311,4.0,19.0,39657.0
Jujuy,NOA,2027,Proyectado,base,837885,534803,18.040873571428573,15116.0,25137,10021.0,60.14,17.845000000000255,4.590999999999212,4.0,21.0,47106.0
Jujuy,NOA,2028,Proyectado,base,846109,540052,18.105797738095244,15319.0,25383,10064.0,60.35,18.182000000000244,3.6239999999993415,4.0,23.0,54555.0
Jujuy,NOA,2029,Proyectado,base,854333,545301,18.136184404761906,15494.0,25630,10136.0,60.45,18.519000000000233,2.6569999999994707,4.0,25.0,62005.0
Jujuy,NOA,2030,Proyectado,base,862557,550551,18.13213726190477,15640.0,25877,10237.0,60.44,18.856000000000222,1.6899999999993724,4.0,27.0,69454.0
Jujuy,NOA,2015,Histórico,historico,751828,479875,16.57,12458.0,22555,10097.0,55.23,15.36,8.46,4.0,10.0,60.0
Jujuy,NOA,2016,Histórico,historico,754336,481476,14.66,11059.0,22630,11571.0,48.87,14.25,8.3,4.0,11.0,229.0
Jujuy,NOA,2017,Histórico,historico,762402,486624,16.39,12496.0,22872,10376.0,54.63,15.17,8.29,4.0,11.0,186.0
Jujuy,NOA,2018,Histórico,historico,764397,487898,15.72,12016.0,22932,10916.0,52.4,15.87,10.28,4.0,11.0,161.0
Jujuy,NOA,2019,Histórico,historico,776571,495668,17.03,13225.0,23297,10072.0,56.77,15.63,8.86,4.0,10.0,554.0
Jujuy,NOA,2020,Histórico,historico,780436,498135,13.03,10169.0,23413,13244.0,43.43,15.45,12.08,4.0,8.0,5231.0
Jujuy,NOA,2021,Histórico,historico,790454,504529,13.91,10995.0,23714,12719.0,46.37,15.76,10.11,4.0,5.0,674.0
Jujuy,NOA,2022,Histórico,historico,793357,506382,16.25,12892.0,23801,10909.0,54.17,16.64,8.24,4.0,11.0,174.0
Jujuy,NOA,2023,Histórico,historico,805574,514180,16.5,13292.0,24167,10875.0,55.0,15.87,8.8,4.0,14.0,802.0
Jujuy,NOA,2024,Histórico,historico,813997,519556,17.04,13871.0,24420,10549.0,56.8,17.08,7.9,4.0,14.0,42414.0
Jujuy,NOA,2025,Proyectado,optimista,821436,524304,17.997734880952375,14784.0,24643,9859.0,59.99,18.888100000000307,6.5249999999991815,4.6,25.5,32207.0
Jujuy,NOA,2026,Proyectado,optimista,829660,529554,18.118570595238097,15032.0,24890,9858.0,60.4,19.258800000000292,5.557999999999311,4.6,28.5,39657.0
Jujuy,NOA,2027,Proyectado,optimista,837885,534803,18.12283392857144,15185.0,25137,9952.0,60.41,19.62950000000028,4.590999999999212,4.6,31.5,47106.0
Jujuy,NOA,2028,Proyectado,optimista,846109,540052,18.133200595238105,15343.0,25383,10040.0,60.44,20.00020000000027,3.6239999999993415,4.6,34.5,54555.0
Jujuy,NOA,2029,Proyectado,optimista,854333,545301,18.13009226190477,15489.0,25630,10141.0,60.43,20.37090000000026,2.6569999999994707,4.6,37.5,62005.0
Jujuy,NOA,2030,Proyectado,optimista,862557,550551,18.1400705952381,15647.0,25877,10230.0,60.47,20.741600000000247,1.6899999999993724,4.6,40.5,69454.0
Jujuy,NOA,2025,Proyectado,pesimista,821436,524304,16.81519251984127,13813.0,24643,10830.0,56.05,17.171000000000276,7.829999999999018,4.0,14.45,48310.5
Jujuy,NOA,2026,Proyectado,pesimista,829660,529554,17.873569821428575,14829.0,24890,10061.0,59.58,17.508000000000266,6.669599999999172,4.0,16.15,59485.5
Jujuy,NOA,2027,Proyectado,pesimista,837885,534803,18.04393190476191,15119.0,25137,10018.0,60.15,17.845000000000255,5.509199999999055,4.0,17.849999999999998,70659.0
Jujuy,NOA,2028,Proyectado,pesimista,846109,540052,18.105916071428574,15320.0,25383,10063.0,60.35,18.182000000000244,4.348799999999209,4.0,19.55,81832.5
Jujuy,NOA,2029,Proyectado,pesimista,854333,545301,18.136184404761906,15494.0,25630,10136.0,60.45,18.519000000000233,3.1883999999993646,4.0,21.25,93007.5
Jujuy,NOA,2030,Proyectado,pesimista,862557,550551,18.135372500000006,15643.0,25877,10234.0,60.45,18.856000000000222,2.027999999999247,4.0,22.95,104181.0
La Pampa,Centro,2025,Proyectado,base,368987,236907,22.40034672799423,8265.0,11070,2805.0,74.67,25.071000000000254,7.151999999999816,1.0,8.0,1380.0
La Pampa,Centro,2026,Proyectado,base,372091,238900,22.511124646464637,8376.0,11163,2787.0,75.04,25.342000000000212,6.576000000000022,1.0,9.0,1721.0
La Pampa,Centro,2027,Proyectado,base,375195,240893,22.59801141233767,8479.0,11256,2777.0,75.33,25.61300000000017,6.0,1.0,10.0,2061.0
La Pampa,Centro,2028,Proyectado,base,378299,242886,22.752116428571433,8607.0,11349,2742.0,75.84,25.88400000000013,5.423999999999978,1.0,11.0,2402.0
La Pampa,Centro,2029,Proyectado,base,381403,244879,22.7450105952381,8675.0,11442,2767.0,75.82,26.155000000000086,4.848000000000184,1.0,13.0,2742.0
La Pampa,Centro,2030,Proyectado,base,384508,246872,22.785610416666668,8761.0,11535,2774.0,75.95,26.426000000000045,4.272000000000162,1.0,14.0,3083.0
La Pampa,Centro,2015,Histórico,historico,337863,216924,20.68,6987.0,10136,3149.0,68.93,22.03,8.38,1.0,4.0,5.0
La Pampa,Centro,2016,Histórico,historico,341347,219161,21.38,7298.0,10240,2942.0,71.27,22.25,8.17,1.0,4.0,16.0
La Pampa,Centro,2017,Histórico,historico,343906,220804,21.48,7387.0,10317,2930.0,71.6,22.62,7.41,1.0,4.0,12.0
La Pampa,Centro,2018,Histórico,historico,347716,223250,20.99,7299.0,10431,3132.0,69.97,23.81,8.31,1.0,4.0,20.0
La Pampa,Centro,2019,Histórico,historico,350085,224771,21.46,7513.0,10503,2990.0,71.53,22.83,7.37,1.0,4.0,14.0
La Pampa,Centro,2020,Histórico,historico,353967,227263,18.66,6605.0,10619,4014.0,62.2,23.55,10.09,1.0,2.0,6.0
La Pampa,Centro,2021,Histórico,historico,357245,229368,17.72,6330.0,10717,4387.0,59.07,24.14,9.69,1.0,2.0,2.0
La Pampa,Centro,2022,Histórico,historico,358653,230272,20.75,7442.0,10760,3318.0,69.17,23.96,8.53,1.0,5.0,30.0
La Pampa,Centro,2023,Histórico,historico,360789,231643,22.3,8046.0,10824,2778.0,74.33,25.33,8.07,1.0,6.0,95.0
La Pampa,Centro,2024,Histórico,historico,367716,236091,22.19,8160.0,11031,2871.0,73.97,24.31,8.02,1.0,6.0,1662.0
La Pampa,Centro,2025,Proyectado,optimista,368987,236907,22.475758989898996,8293.0,11070,2777.0,74.92,27.57810000000028,7.151999999999816,1.15,12.0,1380.0
La Pampa,Centro,2026,Proyectado,optimista,372091,238900,22.577280162337665,8401.0,11163,2762.0,75.26,27.876200000000235,6.576000000000022,1.15,13.5,1721.0
La Pampa,Centro,2027,Proyectado,optimista,375195,240893,22.646718555194816,8497.0,11256,2759.0,75.49,28.17430000000019,6.0,1.15,15.0,2061.0
La Pampa,Centro,2028,Proyectado,optimista,378299,242886,22.804438928571436,8627.0,11349,2722.0,76.01,28.472400000000142,5.423999999999978,1.15,16.5,2402.0
La Pampa,Centro,2029,Proyectado,optimista,381403,244879,22.787817678571436,8691.0,11442,2751.0,75.96,28.770500000000098,4.848000000000184,1.15,19.5,2742.0
La Pampa,Centro,2030,Proyectado,optimista,384508,246872,22.840294166666673,8782.0,11535,2753.0,76.13,29.06860000000005,4.272000000000162,1.15,21.0,3083.0
La Pampa,Centro,2025,Proyectado,pesimista,368987,236907,22.303389227994227,8230.0,11070,2840.0,74.34,25.071000000000254,8.58239999999978,1.0,6.8,2070.0
La Pampa,Centro,2026,Proyectado,pesimista,372091,238900,22.465041688311686,8359.0,11163,2804.0,74.88,25.342000000000212,7.891200000000026,1.0,7.6499999999999995,2581.5
La Pampa,Centro,2027,Proyectado,pesimista,375195,240893,22.47321897186147,8432.0,11256,2824.0,74.91,25.61300000000017,7.199999999999999,1.0,8.5,3091.5
La Pampa,Centro,2028,Proyectado,pesimista,378299,242886,22.52343647546897,8521.0,11349,2828.0,75.08,25.88400000000013,6.508799999999973,1.0,9.35,3603.0
La Pampa,Centro,2029,Proyectado,pesimista,381403,244879,22.55825855519481,8604.0,11442,2838.0,75.19,26.155000000000086,5.81760000000022,1.0,11.049999999999999,4113.0
La Pampa,Centro,2030,Proyectado,pesimista,384508,246872,22.792939583333332,8764.0,11535,2771.0,75.98,26.426000000000045,5.126400000000194,1.0,11.9,4624.5
La Rioja,NOA,2025,Proyectado,base,398528,256533,16.763462321428566,6681.0,11956,5275.0,55.88,17.002000000000066,7.633999999999332,2.0,5.0,27701.0
La Rioja,NOA,2026,Proyectado,base,402270,258942,17.911847738095236,7205.0,12068,4863.0,59.71,17.146000000000072,6.835999999999331,2.0,6.0,34374.0
La Rioja,NOA,2027,Proyectado,base,406013,261351,18.166993452380947,7376.0,12180,4804.0,60.56,17.29000000000002,6.037999999999329,2.0,7.0,41048.0
La Rioja,NOA,2028,Proyectado,base,409755,263760,18.468587619047618,7568.0,12293,4725.0,61.56,17.434000000000026,5.239999999999327,2.0,7.0,47721.0
La Rioja,NOA,2029,Proyectado,base,413498,266169,18.530623392857148,7662.0,12405,4743.0,61.77,17.57800000000003,4.441999999999325,2.0,8.0,54394.0
La Rioja,NOA,2030,Proyectado,base,417240,268578,18.70575410714286,7805.0,12517,4712.0,62.35,17.72199999999998,3.6439999999993233,2.0,9.0,61068.0
La Rioja,NOA,2015,Histórico,historico,362709,233477,16.25,5894.0,10881,4987.0,54.17,15.08,10.82,2.0,2.0,58.0
La Rioja,NOA,2016,Histórico,historico,365771,235448,17.54,6416.0,10973,4557.0,58.47,15.17,10.02,2.0,3.0,112.0
La Rioja,NOA,2017,Histórico,historico,368620,237282,15.76,5809.0,11059,5250.0,52.53,15.21,9.71,2.0,5.0,27.0
La Rioja,NOA,2018,Histórico,historico,369843,238069,15.98,5910.0,11095,5185.0,53.27,15.57,8.59,2.0,5.0,110.0
La Rioja,NOA,2019,Histórico,historico,375799,241903,16.9,6351.0,11274,4923.0,56.33,16.6,8.2,2.0,4.0,51.0
La Rioja,NOA,2020,Histórico,historico,380097,244670,13.64,5185.0,11403,6218.0,45.47,16.19,12.6,2.0,2.0,919.0
La Rioja,NOA,2021,Histórico,historico,382527,246234,13.23,5061.0,11476,6415.0,44.1,16.45,10.75,2.0,2.0,2022.0
La Rioja,NOA,2022,Histórico,historico,388786,250263,16.17,6287.0,11664,5377.0,53.9,16.58,8.52,2.0,3.0,70.0
La Rioja,NOA,2023,Histórico,historico,390036,251067,16.78,6545.0,11701,5156.0,55.93,16.99,8.57,2.0,3.0,190.0
La Rioja,NOA,2024,Histórico,historico,395055,254298,15.73,6214.0,11852,5638.0,52.43,16.64,9.7,2.0,5.0,35202.0
La Rioja,NOA,2025,Proyectado,optimista,398528,256533,16.911568035714275,6740.0,11956,5216.0,56.37,18.702200000000076,7.633999999999332,2.3,7.5,27701.0
La Rioja,NOA,2026,Proyectado,optimista,402270,258942,18.06732714285714,7268.0,12068,4800.0,60.22,18.86060000000008,6.835999999999331,2.3,9.0,34374.0
La Rioja,NOA,2027,Proyectado,optimista,406013,261351,18.31895,7438.0,12180,4742.0,61.06,19.019000000000023,6.037999999999329,2.3,10.5,41048.0
La Rioja,NOA,2028,Proyectado,optimista,409755,263760,18.608069166666674,7625.0,12293,4668.0,62.03,19.17740000000003,5.239999999999327,2.3,10.5,47721.0
La Rioja,NOA,2029,Proyectado,optimista,413498,266169,18.642970416666678,7709.0,12405,4696.0,62.14,19.335800000000035,4.441999999999325,2.3,12.0,54394.0
La Rioja,NOA,2030,Proyectado,optimista,417240,268578,18.831043869047623,7857.0,12517,4660.0,62.77,19.494199999999978,3.6439999999993233,2.3,13.5,61068.0
La Rioja,NOA,2025,Proyectado,pesimista,398528,256533,16.338264880952366,6511.0,11956,5445.0,54.46,17.002000000000066,9.160799999999199,2.0,4.25,41551.5
La Rioja,NOA,2026,Proyectado,pesimista,402270,258942,16.729370595238084,6730.0,12068,5338.0,55.76,17.146000000000072,8.203199999999196,2.0,5.1,51561.0
La Rioja,NOA,2027,Proyectado,pesimista,406013,261351,17.92295083333333,7277.0,12180,4903.0,59.74,17.29000000000002,7.245599999999194,2.0,5.95,61572.0
La Rioja,NOA,2028,Proyectado,pesimista,409755,263760,18.359824285714282,7523.0,12293,4770.0,61.2,17.434000000000026,6.287999999999192,2.0,5.95,71581.5
La Rioja,NOA,2029,Proyectado,pesimista,413498,266169,18.525502142857146,7660.0,12405,4745.0,61.75,17.57800000000003,5.33039999999919,2.0,6.8,81591.0
La Rioja,NOA,2030,Proyectado,pesimista,417240,268578,18.69852077380952,7802.0,12517,4715.0,62.33,17.72199999999998,4.372799999999188,2.0,7.6499999999999995,91602.0
Mendoza,Cuyo,2025,Proyectado,base,2036433,1286078,18.92020577380953,38530.0,61093,22563.0,63.07,18.57300000000002,5.102999999999611,3.0,42.0,11638.0
Mendoza,Cuyo,2026,Proyectado,base,2054893,1297736,19.44103666666667,39949.0,61647,21698.0,64.8,18.634000000000015,4.10799999999972,3.0,47.0,14539.0
Mendoza,Cuyo,2027,Proyectado,base,2073354,1309395,19.436201666666662,40298.0,62201,21903.0,64.79,18.695000000000007,3.112999999999829,3.0,52.0,17439.0
Mendoza,Cuyo,2028,Proyectado,base,2091815,1321054,19.553517023809523,40902.0,62754,21852.0,65.18,18.756,2.117999999999938,3.0,57.0,20340.0
Mendoza,Cuyo,2029,Proyectado,base,2110276,1332712,19.99679928571429,42199.0,63308,21109.0,66.66,18.81699999999998,1.1230000000000473,3.0,62.0,23241.0
Mendoza,Cuyo,2030,Proyectado,base,2128737,1344371,20.087620952380956,42761.0,63862,21101.0,66.96,18.87799999999997,1.0,3.0,67.0,26141.0
Mendoza,Cuyo,2015,Histórico,historico,1863510,1176871,17.76,33096.0,55905,22809.0,59.2,17.14,7.1,2.0,22.0,55.0
Mendoza,Cuyo,2016,Histórico,historico,1873461,1183155,18.42,34509.0,56204,21695.0,61.4,17.09,6.92,2.0,31.0,84.0
Mendoza,Cuyo,2017,Histórico,historico,1888651,1192748,18.25,34468.0,56660,22192.0,60.83,17.68,7.14,2.0,27.0,56.0
Mendoza,Cuyo,2018,Histórico,historico,1918869,1211832,18.88,36228.0,57566,21338.0,62.93,17.6,6.45,2.0,25.0,2.0
Mendoza,Cuyo,2019,Histórico,historico,1927525,1217299,18.07,34830.0,57826,22996.0,60.23,17.66,6.33,3.0,28.0,85.0
Mendoza,Cuyo,2020,Histórico,historico,1948305,1230422,15.01,29244.0,58449,29205.0,50.03,17.93,10.15,3.0,18.0,11.0
Mendoza,Cuyo,2021,Histórico,historico,1961833,1238965,15.57,30546.0,58855,28309.0,51.9,19.0,10.18,3.0,19.0,2.0
